大分類,中分類,名称,URL,説明,ライセンス,リポジトリ,タグ,アイコン
OS、仮想化、クラウド,サーバ仮想化,KVM,http://www.linux-kvm.org/page/Main_Page,Linuxカーネルに統合された完全仮想化ハイパーバイザ。,,,,
OS、仮想化、クラウド,サーバ仮想化,Linux Containers (LXC),https://linuxcontainers.org/,OSレベル仮想化でシステムコンテナを実現するツール群。,,,,
OS、仮想化、クラウド,サーバ仮想化,LXD,https://linuxcontainers.org/,LXCコンテナと仮想マシンを統一的に管理するハイパーバイザ。,,,,
OS、仮想化、クラウド,サーバ仮想化,Proxmox VE,https://pve.proxmox.com/wiki/Main_Page,KVMとLXCを統合管理するWebベースの仮想化プラットフォーム。,,,,
OS、仮想化、クラウド,サーバ仮想化,QEMU,https://www.qemu.org/,多様なアーキテクチャをエミュレートする汎用マシンエミュレータ。,,,,
OS、仮想化、クラウド,サーバ仮想化,Virt-Manager,https://virt-manager.org/,libvirt経由で仮想マシンを管理するデスクトップGUIツール。,,,,
OS、仮想化、クラウド,サーバ仮想化,VirtualBox,https://www.virtualbox.org/,デスクトップ環境で手軽に使えるx86仮想化ソフトウェア。,,,,
OS、仮想化、クラウド,サーバ仮想化,Xen,https://xenproject.org/,準仮想化を得意とする実績あるタイプ1ハイパーバイザ。,,,,
OS、仮想化、クラウド,ストレージ仮想化,LongHorn,https://longhorn.io/,Kubernetes向けに設計されたクラウドネイティブ分散ブロックストレージ。,,,,
OS、仮想化、クラウド,ストレージ仮想化,Ceph,https://ceph.io/,オブジェクト・ブロック・ファイルを単一基盤で提供する分散ストレージ。,,,,
OS、仮想化、クラウド,ストレージ仮想化,GlusterFS,https://www.gluster.org/,スケールアウト型の分散ファイルシステム。,,,,
OS、仮想化、クラウド,ストレージ仮想化,Lustre,http://lustre.org/,HPC分野で使われる超高性能な並列分散ファイルシステム。,,,,
OS、仮想化、クラウド,ストレージ仮想化,Rook,https://rook.io/,CephなどのストレージをKubernetes上で運用するオーケストレータ。,,,,
OS、仮想化、クラウド,サービスメッシュ,Istio,https://istio.io/,トラフィック制御と可観測性を提供する代表的なサービスメッシュ。,,,,
OS、仮想化、クラウド,サービスメッシュ,Kuma,https://kuma.io/,Kubernetesと仮想マシンの双方に対応するEnvoyベースのサービスメッシュ。,,,,
OS、仮想化、クラウド,サービスメッシュ,Linkerd,https://linkerd.io/,軽量さと運用の容易さを重視したKubernetes向けサービスメッシュ。,,,,
OS、仮想化、クラウド,サービスメッシュ,Open Service Mesh,https://openservicemesh.io/,SMI仕様に準拠した軽量なサービスメッシュ実装。,,,,
OS、仮想化、クラウド,サービスメッシュ,Traefik,https://traefik.io/,サービス検出と自動設定に強いクラウドネイティブなリバースプロキシ。,,,,
OS、仮想化、クラウド,Compute as a Service,KubeVirt,https://github.com/kubevirt/kubevirt,Kubernetes上で仮想マシンをコンテナと同じ流儀で運用する拡張。,,https://github.com/kubevirt/kubevirt,,
OS、仮想化、クラウド,オーケストレーション,Apache Mesos,http://mesos.apache.org/,データセンター全体の計算資源を抽象化するクラスタマネージャ。,,,,
OS、仮想化、クラウド,オーケストレーション,Docker Compose,https://docs.docker.com/compose/,複数コンテナの構成をYAMLで定義し一括起動するツール。,,,,
OS、仮想化、クラウド,オーケストレーション,Helm,https://helm.sh/,Kubernetesアプリをチャートとしてパッケージ管理するツール。,,,,
OS、仮想化、クラウド,オーケストレーション,k3s,https://k3s.io/,エッジやIoT向けに軽量化された認定Kubernetesディストリビューション。,,,,
OS、仮想化、クラウド,オーケストレーション,Kubernetes,https://kubernetes.io/,コンテナのデプロイ・スケーリング・運用を自動化するオーケストレーション基盤。,,,,
OS、仮想化、クラウド,オーケストレーション,Microk8s,https://microk8s.io/,単一パッケージで導入できる軽量なKubernetesディストリビューション。,,,,
OS、仮想化、クラウド,オーケストレーション,Minikube,https://minikube.sigs.k8s.io/docs/,ローカル環境に単一ノードのKubernetesを構築する開発用ツール。,,,,
OS、仮想化、クラウド,コンテナランタイム,cri-o,https://cri-o.io/,Kubernetes専用に設計された軽量なCRI準拠コンテナランタイム。,,,,
OS、仮想化、クラウド,コンテナランタイム,Docker,https://www.docker.com/,コンテナのビルドと実行を標準化した代表的なコンテナプラットフォーム。,,,,
OS、仮想化、クラウド,コンテナランタイム,gVisor,https://gvisor.dev/,ユーザ空間カーネルにより分離を強化したコンテナランタイム。,,,,
OS、仮想化、クラウド,コンテナランタイム,containerd,https://containerd.io/,業界標準として広く採用されているコアコンテナランタイム。,,,,
OS、仮想化、クラウド,コンテナランタイム,Kata Containers,https://katacontainers.io/,軽量VMでコンテナを隔離しセキュリティを高めるランタイム。,,,,
OS、仮想化、クラウド,コンテナランタイム,podman,https://podman.io/,デーモンレスかつルートレスで動作するコンテナ管理ツール。,,,,
OS、仮想化、クラウド,コンテナランタイム,runC,https://github.com/opencontainers/runc,OCI仕様に準拠した低レベルのコンテナ実行ランタイム。,,https://github.com/opencontainers/runc,,
OS、仮想化、クラウド,Platform as a Service,CloudFoundry,https://www.cloudfoundry.org/,アプリを push するだけで動かせるPaaS基盤。,,,,
OS、仮想化、クラウド,Platform as a Service,Coolify,https://coolify.io/,自前サーバで動かすHeroku代替のセルフホスト型PaaS。,,,,
OS、仮想化、クラウド,Platform as a Service,Dokku,https://dokku.com/,単一サーバで動作する軽量なDockerベースPaaS。,,,,
OS、仮想化、クラウド,Platform as a Service,Knative,https://knative.dev/,Kubernetes上にサーバレス実行環境を構築するコンポーネント群。,,,,
OS、仮想化、クラウド,Platform as a Service,OKD(OpenShiftOrigin),https://www.okd.io/,OpenShiftのコミュニティ版となるKubernetesディストリビューション。,,,,
OS、仮想化、クラウド,Platform as a Service,Rancher,https://www.rancher.com/,複数のKubernetesクラスタを一元管理する運用プラットフォーム。,,,,
OS、仮想化、クラウド,Platform as a Service,Tsuru,https://tsuru.io/,拡張性を重視したDockerベースのPaaS基盤。,,,,
セキュリティ,IAM,389 Directory Server (Fedora Directory Server),http://directory.fedoraproject.org/,エンタープライズ用途に対応した高性能LDAPディレクトリサーバ。,,,,
セキュリティ,IAM,CAS,https://github.com/Jasig/cas,大学等で広く使われるシングルサインオン（SSO）認証サーバ。,,https://github.com/Jasig/cas,,
セキュリティ,IAM,FreeIPA,https://www.freeipa.org/page/Main_Page,LDAPとKerberosを統合したLinux向け統合ID管理基盤。,,,,
セキュリティ,IAM,FreeRADIUS,https://freeradius.org/,ネットワーク認証で広く使われるRADIUSサーバ実装。,,,,
セキュリティ,IAM,Keycloak,http://www.keycloak.org/,SSO・OIDC・SAMLに対応したID・アクセス管理基盤。,,,,
セキュリティ,IAM,Midpoint,https://docs.evolveum.com/midpoint/,IDのライフサイクルとガバナンスを管理するIDMプラットフォーム。,,,,
セキュリティ,IAM,Notary,https://github.com/theupdateframework/notary,TUFに基づきコンテンツの署名と検証を行う仕組み。,,https://github.com/theupdateframework/notary,,
セキュリティ,IAM,OpenLDAP,https://www.openldap.org/,軽量ディレクトリアクセスプロトコルの代表的な実装。,,,,
セキュリティ,IAM,PAM,https://github.com/linux-pam/linux-pam,認証処理をモジュールとして差し替え可能にするLinuxの認証基盤。,,https://github.com/linux-pam/linux-pam,,
セキュリティ,IAM,simpleSAMlphp,https://simplesamlphp.org/,SAMLによるSSOを実現するPHP製の認証ライブラリ。,,,,
セキュリティ,IAM,webmin,http://www.webmin.com/,ブラウザからUNIX系サーバを設定・管理するWeb管理ツール。,,,,
セキュリティ,暗号化,GNU TLS,https://www.gnutls.org/,TLS/SSL通信を実装するGNUの暗号ライブラリ。,,,,
セキュリティ,暗号化,GnuPG,https://gnupg.org/,OpenPGP規格に基づく暗号化と電子署名のツール。,,,,
セキュリティ,暗号化,OpenSSH,https://www.openssh.com/,SSHプロトコルの事実上の標準実装。,,,,
セキュリティ,暗号化,OpenSSL,https://www.openssl.org/,TLSと暗号アルゴリズムを提供する広く使われる暗号ライブラリ。,,,,
セキュリティ,暗号化,OpenVPN,https://openvpn.net/,SSL/TLSを利用した柔軟なVPNソリューション。,,,,
セキュリティ,暗号化,sigstore,https://www.sigstore.dev/,ソフトウェア成果物への署名と検証を容易にする署名基盤。,,,,
セキュリティ,暗号化,strongSwan,https://www.strongswan.org/,IPsec VPNを実現するIKEデーモン実装。,,,,
セキュリティ,暗号化,Tor,https://www.torproject.org/,多段中継により通信元を秘匿する匿名通信ネットワーク。,,,,
セキュリティ,プロキシ・ファイアウォール,Apache SpamAssassin,http://spamassassin.apache.org/,スコアリング方式で迷惑メールを判定するスパムフィルタ。,,,,
セキュリティ,プロキシ・ファイアウォール,ClamAV,https://www.clamav.net/,メールゲートウェイ用途で広く使われるアンチウイルスエンジン。,,,,
セキュリティ,プロキシ・ファイアウォール,Envoy,https://envoy.com/,サービスメッシュの基盤として使われる高性能L7プロキシ。,,,,
セキュリティ,プロキシ・ファイアウォール,firewalld,https://github.com/firewalld/firewalld,ゾーン概念で動的にルールを管理するLinuxのファイアウォール管理デーモン。,,https://github.com/firewalld/firewalld,,
セキュリティ,プロキシ・ファイアウォール,Linkerd,https://linkerd.io/,軽量さと運用の容易さを重視したKubernetes向けサービスメッシュ。,,,,
セキュリティ,プロキシ・ファイアウォール,MailScanner,https://www.mailscanner.info/,メールのウイルス・スパム検査を行うメールゲートウェイ。,,,,
セキュリティ,プロキシ・ファイアウォール,ModSecurity,https://github.com/SpiderLabs/ModSecurity,HTTPリクエストを検査するWebアプリケーションファイアウォール（WAF）。,,https://github.com/SpiderLabs/ModSecurity,,
セキュリティ,プロキシ・ファイアウォール,nftables,https://git.netfilter.org/nftables/,iptablesの後継となるLinuxのパケットフィルタリング基盤。,,,,
セキュリティ,プロキシ・ファイアウォール,nginx,http://nginx.org/,リバースプロキシやロードバランサとしても広く使われるWebサーバ。,,,,
セキュリティ,プロキシ・ファイアウォール,Squid,http://www.squid-cache.org/,キャッシュ機能を備えた定番のプロキシサーバ。,,,,
セキュリティ,プロキシ・ファイアウォール,ufw,https://launchpad.net/ufw,iptablesを平易に扱えるようにしたシンプルなファイアウォール管理ツール。,,,,
セキュリティ,アクセス制御,AppArmor,https://apparmor.net/,パス指定のプロファイルでプログラムの権限を制限するLinuxのMAC機構。,,,,
セキュリティ,アクセス制御,BPF Compiler Collection,https://ebpf.io/,eBPFプログラムを用いてカーネルを観測・追跡するツール群（BCC）。,,,,
セキュリティ,アクセス制御,eBPF,https://ebpf.io/,カーネル内で安全にプログラムを実行し観測・制御を行う技術基盤。,,,,
セキュリティ,アクセス制御,Linux Capability,https://man7.org/linux/man-pages/man7/capabilities.7.html,root権限を細分化してプロセスに最小限の権限を与えるLinuxの仕組み。,,,,
セキュリティ,アクセス制御,OpenPolicyAgaent,https://www.openpolicyagent.org/,汎用のポリシー記述と評価を担うポリシーエンジン（OPA）。,,,,
セキュリティ,アクセス制御,PacketFence,https://www.packetfence.org/,ネットワーク接続機器を認証・隔離するNAC（ネットワークアクセス制御）。,,,,
セキュリティ,アクセス制御,SELinux,https://selinuxproject.org/page/Main_Page,ラベルベースの強制アクセス制御を提供するLinuxセキュリティ機構。,,,,
セキュリティ,アクセス制御,SMACK,http://www.igniterealtime.org/projects/smack/,簡潔なラベル方式の強制アクセス制御を提供するLinuxセキュリティモジュール。,,,,
セキュリティ,脆弱性管理,ACT,https://0x1.gitlab.io/security/ACT-Semi-Automated-Cyber-Threat-Intelligence/,脅威インテリジェンスの収集・分析を半自動化するプラットフォーム。,,,,
セキュリティ,脆弱性管理,GVM,https://github.com/greenbone/gvmd,OpenVASを中核とする脆弱性スキャン・管理フレームワーク。,,https://github.com/greenbone/gvmd,,
セキュリティ,脆弱性管理,Katello,https://docs.theforeman.org/,Foreman上でコンテンツとパッチ配布を管理するライフサイクル管理ツール。,,,,
セキュリティ,脆弱性管理,Metasploit Framework,https://www.metasploit.com/,侵入テストに用いられる代表的なエクスプロイト実行フレームワーク。,,,,
セキュリティ,脆弱性管理,MISP,https://www.misp-project.org/,脅威情報（IoC）を組織間で共有するための脅威インテリジェンス基盤。,,,,
セキュリティ,脆弱性管理,Nmap,https://nmap.org/,ネットワーク探索とポートスキャンを行う定番のセキュリティツール。,,,,
セキュリティ,脆弱性管理,OpenCTI,https://www.opencti.io/en/,サイバー脅威情報を構造化して蓄積・分析するプラットフォーム。,,,,
セキュリティ,脆弱性管理,OpenSCAP,https://www.open-scap.org/,SCAP標準に基づきセキュリティ設定の準拠状況を検査するツール。,,,,
セキュリティ,脆弱性管理,OWASP ZAP,https://www.zaproxy.org/,Webアプリの脆弱性を検査する定番の動的解析（DAST）ツール。,,,,
セキュリティ,脆弱性管理,radare2,https://rada.re/n/radare2.html,リバースエンジニアリングとバイナリ解析を行うツールフレームワーク。,,,,
セキュリティ,脆弱性管理,Trivy,https://www.designet.co.jp/ossinfo/kubernetes/trivy/,コンテナイメージやIaCの脆弱性・設定不備を検出するスキャナ。,,,,
セキュリティ,脆弱性管理,Vuls,https://vuls.io/,サーバの既知脆弱性を自動検知する国産の脆弱性スキャナ。,,,,
セキュリティ,セキュリティ・ログ監視,Snort,https://www.snort.org/,シグネチャ方式で通信を検査するネットワーク侵入検知／防御システム。,,,,
セキュリティ,セキュリティ・ログ監視,Suricata,https://suricata.io/,マルチスレッド動作で高速に解析するIDS/IPSエンジン。,,,,
セキュリティ,セキュリティ・ログ監視,Zeek,https://zeek.org/,通信を意味のあるログへ変換するネットワークセキュリティ監視基盤。,,,,
セキュリティ,SBOM,Dependency Track,https://dependencytrack.org/,SBOMを取り込み依存関係の脆弱性を継続的に監視するプラットフォーム。,,,,
セキュリティ,SBOM,Fossology,https://www.fossology.org/,ソースコードのライセンスを走査・管理するコンプライアンスツール。,,,,
セキュリティ,SBOM,SBOM Tool,https://github.com/microsoft/sbom-tool,ビルド成果物からSPDX形式のSBOMを生成するツール。,,https://github.com/microsoft/sbom-tool,,
セキュリティ,SBOM,ScanCode,https://github.com/aboutcode-org/scancode-toolkit,コードのライセンスと著作権情報を検出するスキャナ。,,https://github.com/aboutcode-org/scancode-toolkit,,
セキュリティ,SBOM,Syft,https://github.com/anchore/syft,コンテナイメージやファイルシステムからSBOMを生成するツール。,,https://github.com/anchore/syft,,
データベース,RDBMS,ClickHouse,https://clickhouse.com/,分析クエリに特化した超高速な列指向データベース。,,,,
データベース,RDBMS,Firebird,http://www.firebirdsql.org/,軽量で組み込みにも対応するリレーショナルデータベース。,,,,
データベース,RDBMS,H2,http://www.h2database.com/,Javaで実装された組み込み用途に適した軽量RDBMS。,,,,
データベース,RDBMS,MariaDB,https://mariadb.org/,MySQLから派生したコミュニティ主導のリレーショナルデータベース。,,,,
データベース,RDBMS,MySQL,https://www.mysql.com/jp/,Webシステムで広く使われる代表的なリレーショナルデータベース。,,,,
データベース,RDBMS,PostgreSQL,https://www.postgresql.org/,標準準拠と拡張性に優れた高機能なリレーショナルデータベース。,,,,
データベース,RDBMS,SQLite,https://www.sqlite.org/,サーバ不要で単一ファイルに保存する組み込みRDBMS。,,,,
データベース,RDBMS,TiDB,https://en.pingcap.com/,MySQL互換の分散SQLデータベース（NewSQL）。,,,,
データベース,RDBMS,Vitess,https://vitess.io/,MySQLを水平分割してスケールさせるデータベースクラスタリング基盤。,,,,
データベース,RDBMS,YugabyteDB,https://www.yugabyte.com/,PostgreSQL互換の分散SQLデータベース。,,,,
データベース,時系列,GridDB,https://griddb.net/,IoT・時系列データ向けに設計された国産の分散データベース。,,,,
データベース,時系列,InfluxDB,https://www.influxdata.com/,メトリクスやセンサーデータに適した時系列データベース。,,,,
データベース,DBクラスタリング,Pgpool-II,https://www.pgpool.net/mediawiki/jp/index.php,PostgreSQLの接続プールと負荷分散・冗長化を担うミドルウェア。,,,,
データベース,DB管理,pgAdmin 4,https://www.pgadmin.org/,PostgreSQLの管理と操作を行うWebベースの管理ツール。,,,,
データベース,DB管理,phpMyAdmin,https://www.phpmyadmin.net/,MySQL/MariaDBをブラウザから管理する定番ツール。,,,,
データベース,KVS,Aerospike,https://aerospike.com/,低遅延・大規模運用に対応したキー・バリューストア。,,,,
データベース,KVS,Ehcache,https://www.ehcache.org/,Javaアプリケーションで広く使われるキャッシュライブラリ。,,,,
データベース,KVS,etcd,https://etcd.io/,Kubernetesの構成情報を保持する分散キー・バリューストア。,,,,
データベース,KVS,memcached,http://www.memcached.org/,Webアプリの高速化に使われる分散インメモリキャッシュ。,,,,
データベース,KVS,Redis,https://redis.io/,高速なインメモリ型のキー・バリューストア兼データ構造サーバ。,,,,
データベース,ベクトルDB,milvus,https://milvus.io/ja,大規模ベクトル検索に対応したベクトルデータベース。,,,,
データベース,ベクトルDB,Qdrant,https://github.com/qdrant/qdrant,Rust製で高速な類似検索を行うベクトルデータベース。,,https://github.com/qdrant/qdrant,,
データベース,ベクトルDB,weaviate,https://weaviate.io/,セマンティック検索とRAGに適したベクトルデータベース。,,,,
データベース,ベクトルDB,Chroma,https://www.trychroma.com/,LLMアプリへの組み込みを想定した軽量ベクトルデータベース。,,,,
データベース,グラフ型,JanusGraph,https://janusgraph.org/,大規模データに対応した分散グラフデータベース。,,,,
データベース,グラフ型,Neo4j,https://neo4j.com/,Cypherクエリ言語を備えた代表的なグラフデータベース。,,,,
データベース,グラフ型,OrientDB,https://orientdb.org/,グラフとドキュメントを統合したマルチモデルデータベース。,,,,
データベース,ドキュメント指向,Apache CouchDB,https://couchdb.apache.org/,HTTP/JSONで扱え、双方向同期に強いドキュメント指向DB。,,,,
データベース,ドキュメント指向,Couchbase,https://www.couchbase.com/,キャッシュ機能と分散を備えたドキュメント指向データベース。,,,,
データベース,ドキュメント指向,Realm,https://realm.io/,モバイルアプリ向けの軽量な組み込みオブジェクトデータベース。,,,,
データベース,ワイドカラム型,Apache Cassandra,http://cassandra.apache.org/,単一障害点のない構成で高い書き込み性能を持つワイドカラム型DB。,,,,
